	fixed acidity	volatile acidity	citric acid	residual sugar	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates	alcohol	quality
886	7.2	0.34	0.21	2.5	0.075	41.0	68.0	0.99586	3.37	0.54	10.1	1
887	8.1	0.82	0.0	4.1	0.095	5.0	14.0	0.99854	3.36	0.53	9.6	1
888	7.5	0.57	0.08	2.6	0.089	14.0	27.0	0.99592	3.3	0.59	10.4	1
889	8.9	0.745	0.18	2.5	0.077	15.0	48.0	0.99739	3.2	0.47	9.7	1
890	7.3	0.91	0.1	1.8	0.074	20.0	56.0	0.99672	3.35	0.56	9.2	1
891	8.9	0.5	0.21	2.2	0.088	21.0	39.0	0.99692	3.33	0.83	11.1	1
892	7.4	0.965	0.0	2.2	0.088	16.0	32.0	0.99756	3.58	0.67	10.2	1
893	6.9	0.49	0.19	1.7	0.079	13.0	26.0	0.99547	3.38	0.64	9.8	1
894	8.9	0.5	0.21	2.2	0.088	21.0	39.0	0.99692	3.33	0.83	11.1	1
895	6.4	0.39	0.33	3.3	0.046	12.0	53.0	0.99294	3.36	0.62	12.2	1
896	6.9	0.44	0.0	1.4	0.07	32.0	38.0	0.99438	3.32	0.58	11.4	1
897	7.6	0.78	0.0	1.7	0.076	33.0	45.0	0.99612	3.31	0.62	10.7	1
898	7.1	0.43	0.17	1.8	0.082	27.0	51.0	0.99634	3.49	0.64	10.4	1
899	9.3	0.49	0.36	1.7	0.081	3.0	14.0	0.99702	3.27	0.78	10.9	1
900	9.3	0.5	0.36	1.8	0.084	6.0	17.0	0.99704	3.27	0.77	10.8	1
901	7.1	0.43	0.17	1.8	0.082	27.0	51.0	0.99634	3.49	0.64	10.4	1
902	8.5	0.46	0.59	1.4	0.414	16.0	45.0	0.99702	3.03	1.34	9.2	1
903	5.6	0.605	0.05	2.4	0.073	19.0	25.0	0.99258	3.56	0.55	12.9	1
904	8.2	0.64	0.27	2.0	0.095	5.0	77.0	0.99747	3.13	0.62	9.1	1
905	8.2	0.64	0.27	2.0	0.095	5.0	77.0	0.99747	3.13	0.62	9.1	1
906	7.6	0.42	0.25	3.9	0.104	28.0	90.0	0.99784	3.15	0.57	9.1	1
907	11.6	0.23	0.57	1.8	0.074	3.0	8.0	0.9981	3.14	0.7	9.9	1
908	8.0	0.38	0.44	1.9	0.098	6.0	15.0	0.9956	3.3	0.64	11.4	1
909	10.2	0.29	0.65	2.4	0.075	6.0	17.0	0.99565	3.22	0.63	11.8	1
910	8.2	0.74	0.09	2.0	0.067	5.0	10.0	0.99418	3.28	0.57	11.8	1
911	7.7	0.61	0.18	2.4	0.083	6.0	20.0	0.9963	3.29	0.6	10.2	1
912	8.0	0.62	0.35	2.8	0.086	28.0	52.0	0.997	3.31	0.62	10.8	1
913	7.5	0.77	0.2	8.1	0.098	30.0	92.0	0.99892	3.2	0.58	9.2	1
914	7.2	0.35	0.26	1.8	0.083	33.0	75.0	0.9968	3.4	0.58	9.5	1
915	8.0	0.62	0.33	2.7	0.088	16.0	37.0	0.9972	3.31	0.58	10.7	1
916	7.5	0.77	0.2	8.1	0.098	30.0	92.0	0.99892	3.2	0.58	9.2	1
917	9.9	0.32	0.56	2.0	0.073	3.0	8.0	0.99534	3.15	0.73	11.4	1
918	8.6	0.37	0.65	6.4	0.08	3.0	8.0	0.99817	3.27	0.58	11.0	1
919	8.6	0.37	0.65	6.4	0.08	3.0	8.0	0.99817	3.27	0.58	11.0	1
920	10.3	0.27	0.56	1.4	0.047	3.0	8.0	0.99471	3.16	0.51	11.8	1
921	7.2	0.38	0.3	1.8	0.073	31.0	70.0	0.99685	3.42	0.59	9.5	1
922	8.7	0.42	0.45	2.4	0.072	32.0	59.0	0.99617	3.33	0.77	12.0	1
923	7.2	0.38	0.3	1.8	0.073	31.0	70.0	0.99685	3.42	0.59	9.5	1
924	6.8	0.48	0.08	1.8	0.074	40.0	64.0	0.99529	3.12	0.49	9.6	1
925	7.9	0.19	0.42	1.6	0.057	18.0	30.0	0.994	3.29	0.69	11.2	1
926	7.9	0.34	0.42	2.0	0.086	8.0	19.0	0.99546	3.35	0.6	11.4	1
927	7.0	0.54	0.09	2.0	0.081	10.0	16.0	0.99479	3.43	0.59	11.5	1
928	6.6	0.725	0.09	5.5	0.117	9.0	17.0	0.99655	3.35	0.49	10.8	1
929	9.4	0.4	0.47	2.5	0.087	6.0	20.0	0.99772	3.15	0.5	10.5	1
930	6.6	0.725	0.09	5.5	0.117	9.0	17.0	0.99655	3.35	0.49	10.8	1
931	8.6	0.52	0.38	1.5	0.096	5.0	18.0	0.99666	3.2	0.52	9.4	1
932	8.6	0.52	0.38	1.5	0.096	5.0	18.0	0.99666	3.2	0.52	9.4	1
933	8.4	0.34	0.42	2.1	0.072	23.0	36.0	0.99392	3.11	0.78	12.4	1
934	7.4	0.49	0.27	2.1	0.071	14.0	25.0	0.99388	3.35	0.63	12.0	1
935	6.1	0.48	0.09	1.7	0.078	18.0	30.0	0.99402	3.45	0.54	11.2	1
936	7.4	0.49	0.27	2.1	0.071	14.0	25.0	0.99388	3.35	0.63	12.0	1
937	8.0	0.48	0.34	2.2	0.073	16.0	25.0	0.9936	3.28	0.66	12.4	1
938	6.3	0.57	0.28	2.1	0.048	13.0	49.0	0.99374	3.41	0.6	12.8	1
939	8.2	0.23	0.42	1.9	0.069	9.0	17.0	0.99376	3.21	0.54	12.3	1
940	8.1	0.78	0.1	3.3	0.09	4.0	13.0	0.99855	3.36	0.49	9.5	1
941	10.8	0.47	0.43	2.1	0.171	27.0	66.0	0.9982	3.17	0.76	10.8	1
942	8.3	0.53	0.0	1.4	0.07	6.0	14.0	0.99593	3.25	0.64	10.0	1
943	7.9	0.33	0.41	1.5	0.056	6.0	35.0	0.99396	3.29	0.71	11.0	1
944	8.9	0.24	0.39	1.6	0.074	3.0	10.0	0.99698	3.12	0.59	9.5	1
945	5.0	0.4	0.5	4.3	0.046	29.0	80.0	0.9902	3.49	0.66	13.6	1
946	7.0	0.69	0.07	2.5	0.091	15.0	21.0	0.99572	3.38	0.6	11.3	1
947	7.0	0.69	0.07	2.5	0.091	15.0	21.0	0.99572	3.38	0.6	11.3	1
948	7.0	0.69	0.07	2.5	0.091	15.0	21.0	0.99572	3.38	0.6	11.3	1
949	7.1	0.39	0.12	2.1	0.065	14.0	24.0	0.99252	3.3	0.53	13.3	1
950	5.6	0.66	0.0	2.5	0.066	7.0	15.0	0.99256	3.52	0.58	12.9	1
951	6.6	0.5	0.0	1.8	0.062	21.0	28.0	0.99352	3.44	0.55	12.3	1
952	6.3	0.47	0.0	1.4	0.055	27.0	33.0	0.9922	3.45	0.48	12.3	1
953	10.7	0.4	0.37	1.9	0.081	17.0	29.0	0.99674	3.12	0.65	11.2	1
955	5.8	0.29	0.26	1.7	0.063	3.0	11.0	0.9915	3.39	0.54	13.5	1
956	6.3	0.76	0.0	2.9	0.072	26.0	52.0	0.99379	3.51	0.6	11.5	1
957	10.0	0.43	0.33	2.7	0.095	28.0	89.0	0.9984	3.22	0.68	10.0	1
958	10.5	0.43	0.35	3.3	0.092	24.0	70.0	0.99798	3.21	0.69	10.5	1
959	9.1	0.6	0.0	1.9	0.058	5.0	10.0	0.9977	3.18	0.63	10.4	1
960	5.9	0.19	0.21	1.7	0.045	57.0	135.0	0.99341	3.32	0.44	9.5	1
961	8.0	0.25	0.43	1.7	0.067	22.0	50.0	0.9946	3.38	0.6	11.9	1
1007	8.8	0.955	0.05	1.8	0.075	5.0	19.0	0.99616	3.3	0.44	9.6	0
1042	10.2	0.23	0.37	2.2	0.057	14.0	36.0	0.99614	3.23	0.49	9.3	0
1044	6.0	0.33	0.32	12.9	0.054	6.0	113.0	0.99572	3.3	0.56	11.5	0
1047	8.1	0.73	0.0	2.5	0.081	12.0	24.0	0.99798	3.38	0.46	9.6	0
1048	6.5	0.67	0.0	4.3	0.057	11.0	20.0	0.99488	3.45	0.56	11.8	0
1070	6.3	1.02	0.0	2.0	0.083	17.0	24.0	0.99437	3.59	0.55	11.2	0
