	fixed acidity	volatile acidity	citric acid	residual sugar	chlorides	free sulfur dioxide	total sulfur dioxide	density	pH	sulphates	alcohol	quality
167	7.3	0.55	0.03	1.6	0.072	17.0	42.0	0.9956	3.37	0.48	9.0	1
168	6.8	0.63	0.07	2.1	0.089	11.0	44.0	0.9953	3.47	0.55	10.4	1
169	7.5	0.705	0.24	1.8	0.36	15.0	63.0	0.9964	3.0	1.59	9.5	1
170	7.9	0.885	0.03	1.8	0.058	4.0	8.0	0.9972	3.36	0.33	9.1	1
171	8.0	0.42	0.17	2.0	0.073	6.0	18.0	0.9972	3.29	0.61	9.2	1
172	8.0	0.42	0.17	2.0	0.073	6.0	18.0	0.9972	3.29	0.61	9.2	1
173	7.4	0.62	0.05	1.9	0.068	24.0	42.0	0.9961	3.42	0.57	11.5	1
174	7.3	0.38	0.21	2.0	0.08	7.0	35.0	0.9961	3.33	0.47	9.5	1
175	6.9	0.5	0.04	1.5	0.085	19.0	49.0	0.9958	3.35	0.78	9.5	1
176	7.3	0.38	0.21	2.0	0.08	7.0	35.0	0.9961	3.33	0.47	9.5	1
177	7.5	0.52	0.42	2.3	0.087	8.0	38.0	0.9972	3.58	0.61	10.5	1
178	7.0	0.805	0.0	2.5	0.068	7.0	20.0	0.9969	3.48	0.56	9.6	1
179	8.8	0.61	0.14	2.4	0.067	10.0	42.0	0.9969	3.19	0.59	9.5	1
180	8.8	0.61	0.14	2.4	0.067	10.0	42.0	0.9969	3.19	0.59	9.5	1
181	8.9	0.61	0.49	2.0	0.27	23.0	110.0	0.9972	3.12	1.02	9.3	1
182	7.2	0.73	0.02	2.5	0.076	16.0	42.0	0.9972	3.44	0.52	9.3	1
183	6.8	0.61	0.2	1.8	0.077	11.0	65.0	0.9971	3.54	0.58	9.3	1
184	6.7	0.62	0.21	1.9	0.079	8.0	62.0	0.997	3.52	0.58	9.3	1
185	8.9	0.31	0.57	2.0	0.111	26.0	85.0	0.9971	3.26	0.53	9.7	1
186	7.4	0.39	0.48	2.0	0.082	14.0	67.0	0.9972	3.34	0.55	9.2	1
187	7.7	0.705	0.1	2.6	0.084	9.0	26.0	0.9976	3.39	0.49	9.7	1
188	7.9	0.5	0.33	2.0	0.084	15.0	143.0	0.9968	3.2	0.55	9.5	1
189	7.9	0.49	0.32	1.9	0.082	17.0	144.0	0.9968	3.2	0.55	9.5	1
190	8.2	0.5	0.35	2.9	0.077	21.0	127.0	0.9976	3.23	0.62	9.4	1
191	6.4	0.37	0.25	1.9	0.074	21.0	49.0	0.9974	3.57	0.62	9.8	1
192	6.8	0.63	0.12	3.8	0.099	16.0	126.0	0.9969	3.28	0.61	9.5	1
193	7.6	0.55	0.21	2.2	0.071	7.0	28.0	0.9964	3.28	0.55	9.7	1
194	7.6	0.55	0.21	2.2	0.071	7.0	28.0	0.9964	3.28	0.55	9.7	1
195	7.8	0.59	0.33	2.0	0.074	24.0	120.0	0.9968	3.25	0.54	9.4	1
196	7.3	0.58	0.3	2.4	0.074	15.0	55.0	0.9968	3.46	0.59	10.2	1
197	11.5	0.3	0.6	2.0	0.067	12.0	27.0	0.9981	3.11	0.97	10.1	1
199	6.9	1.09	0.06	2.1	0.061	12.0	31.0	0.9948	3.51	0.43	11.4	1
201	8.8	0.37	0.48	2.1	0.097	39.0	145.0	0.9975	3.04	1.03	9.3	1
202	6.8	0.5	0.11	1.5	0.075	16.0	49.0	0.99545	3.36	0.79	9.5	1
203	7.0	0.42	0.35	1.6	0.088	16.0	39.0	0.9961	3.34	0.55	9.2	1
204	7.0	0.43	0.36	1.6	0.089	14.0	37.0	0.99615	3.34	0.56	9.2	1
207	7.8	0.57	0.31	1.8	0.069	26.0	120.0	0.99625	3.29	0.53	9.3	1
208	7.8	0.44	0.28	2.7	0.1	18.0	95.0	0.9966	3.22	0.67	9.4	1
210	9.7	0.53	0.6	2.0	0.039	5.0	19.0	0.99585	3.3	0.86	12.4	1
211	8.0	0.725	0.24	2.8	0.083	10.0	62.0	0.99685	3.35	0.56	10.0	1
212	11.6	0.44	0.64	2.1	0.059	5.0	15.0	0.998	3.21	0.67	10.2	1
213	8.2	0.57	0.26	2.2	0.06	28.0	65.0	0.9959	3.3	0.43	10.1	1
214	7.8	0.735	0.08	2.4	0.092	10.0	41.0	0.9974	3.24	0.71	9.8	1
215	7.0	0.49	0.49	5.6	0.06	26.0	121.0	0.9974	3.34	0.76	10.5	1
216	8.7	0.625	0.16	2.0	0.101	13.0	49.0	0.9962	3.14	0.57	11.0	1
217	8.1	0.725	0.22	2.2	0.072	11.0	41.0	0.9967	3.36	0.55	9.1	1
218	7.5	0.49	0.19	1.9	0.076	10.0	44.0	0.9957	3.39	0.54	9.7	1
219	7.8	0.53	0.33	2.4	0.08	24.0	144.0	0.99655	3.3	0.6	9.5	1
220	7.8	0.34	0.37	2.0	0.082	24.0	58.0	0.9964	3.34	0.59	9.4	1
221	7.4	0.53	0.26	2.0	0.101	16.0	72.0	0.9957	3.15	0.57	9.4	1
222	6.8	0.61	0.04	1.5	0.057	5.0	10.0	0.99525	3.42	0.6	9.5	1
223	8.6	0.645	0.25	2.0	0.083	8.0	28.0	0.99815	3.28	0.6	10.0	1
224	8.4	0.635	0.36	2.0	0.089	15.0	55.0	0.99745	3.31	0.57	10.4	1
225	7.7	0.43	0.25	2.6	0.073	29.0	63.0	0.99615	3.37	0.58	10.5	1
226	8.9	0.59	0.5	2.0	0.337	27.0	81.0	0.9964	3.04	1.61	9.5	1
227	9.0	0.82	0.14	2.6	0.089	9.0	23.0	0.9984	3.39	0.63	9.8	1
228	7.7	0.43	0.25	2.6	0.073	29.0	63.0	0.99615	3.37	0.58	10.5	1
229	6.9	0.52	0.25	2.6	0.081	10.0	37.0	0.99685	3.46	0.5	11.0	1
231	8.0	0.38	0.06	1.8	0.078	12.0	49.0	0.99625	3.37	0.52	9.9	1
232	8.5	0.37	0.2	2.8	0.09	18.0	58.0	0.998	3.34	0.7	9.6	1
233	6.9	0.52	0.25	2.6	0.081	10.0	37.0	0.99685	3.46	0.5	11.0	1
234	8.2	1.0	0.09	2.3	0.065	7.0	37.0	0.99685	3.32	0.55	9.0	1
235	7.2	0.63	0.0	1.9	0.097	14.0	38.0	0.99675	3.37	0.58	9.0	1
236	7.2	0.63	0.0	1.9	0.097	14.0	38.0	0.99675	3.37	0.58	9.0	1
237	7.2	0.645	0.0	1.9	0.097	15.0	39.0	0.99675	3.37	0.58	9.2	1
238	7.2	0.63	0.0	1.9	0.097	14.0	38.0	0.99675	3.37	0.58	9.0	1
239	8.2	1.0	0.09	2.3	0.065	7.0	37.0	0.99685	3.32	0.55	9.0	1
240	8.9	0.635	0.37	1.7	0.263	5.0	62.0	0.9971	3.0	1.09	9.3	1
241	12.0	0.38	0.56	2.1	0.093	6.0	24.0	0.99925	3.14	0.71	10.9	1
242	7.7	0.58	0.1	1.8	0.102	28.0	109.0	0.99565	3.08	0.49	9.8	1
245	7.3	0.66	0.0	2.0	0.084	6.0	23.0	0.9983	3.61	0.96	9.9	1
246	7.1	0.68	0.07	1.9	0.075	16.0	51.0	0.99685	3.38	0.52	9.5	1
247	8.2	0.6	0.17	2.3	0.072	11.0	73.0	0.9963	3.2	0.45	9.3	1
248	7.7	0.53	0.06	1.7	0.074	9.0	39.0	0.99615	3.35	0.48	9.8	1
249	7.3	0.66	0.0	2.0	0.084	6.0	23.0	0.9983	3.61	0.96	9.9	1
250	10.8	0.32	0.44	1.6	0.063	16.0	37.0	0.9985	3.22	0.78	10.0	1
251	7.1	0.6	0.0	1.8	0.074	16.0	34.0	0.9972	3.47	0.7	9.9	1
252	11.1	0.35	0.48	3.1	0.09	5.0	21.0	0.9986	3.17	0.53	10.5	1
253	7.7	0.775	0.42	1.9	0.092	8.0	86.0	0.9959	3.23	0.59	9.5	1
254	7.1	0.6	0.0	1.8	0.074	16.0	34.0	0.9972	3.47	0.7	9.9	1
255	8.0	0.57	0.23	3.2	0.073	17.0	119.0	0.99675	3.26	0.57	9.3	1
256	9.4	0.34	0.37	2.2	0.075	5.0	13.0	0.998	3.22	0.62	9.2	1
257	6.6	0.695	0.0	2.1	0.075	12.0	56.0	0.9968	3.49	0.67	9.2	1
258	7.7	0.41	0.76	1.8	0.611	8.0	45.0	0.9968	3.06	1.26	9.4	1
260	7.9	0.33	0.23	1.7	0.077	18.0	45.0	0.99625	3.29	0.65	9.3	1
261	7.0	0.975	0.04	2.0	0.087	12.0	67.0	0.99565	3.35	0.6	9.4	1
262	8.0	0.52	0.03	1.7	0.07	10.0	35.0	0.99575	3.34	0.57	10.0	1
263	7.9	0.37	0.23	1.8	0.077	23.0	49.0	0.9963	3.28	0.67	9.3	1
264	12.5	0.56	0.49	2.4	0.064	5.0	27.0	0.9999	3.08	0.87	10.9	1
266	8.1	0.87	0.0	3.3	0.096	26.0	61.0	1.00025	3.6	0.72	9.8	1
268	6.9	0.54	0.04	3.0	0.077	7.0	27.0	0.9987	3.69	0.91	9.4	1
269	11.5	0.18	0.51	4.0	0.104	4.0	23.0	0.9996	3.28	0.97	10.1	1
270	7.9	0.545	0.06	4.0	0.087	27.0	61.0	0.9965	3.36	0.67	10.7	1
271	11.5	0.18	0.51	4.0	0.104	4.0	23.0	0.9996	3.28	0.97	10.1	1
272	10.9	0.37	0.58	4.0	0.071	17.0	65.0	0.99935	3.22	0.78	10.1	1
273	8.4	0.715	0.2	2.4	0.076	10.0	38.0	0.99735	3.31	0.64	9.4	1
274	7.5	0.65	0.18	7.0	0.088	27.0	94.0	0.99915	3.38	0.77	9.4	1
275	7.9	0.545	0.06	4.0	0.087	27.0	61.0	0.9965	3.36	0.67	10.7	1
276	6.9	0.54	0.04	3.0	0.077	7.0	27.0	0.9987	3.69	0.91	9.4	1
277	11.5	0.18	0.51	4.0	0.104	4.0	23.0	0.9996	3.28	0.97	10.1	1
280	11.4	0.26	0.44	3.6	0.071	6.0	19.0	0.9986	3.12	0.82	9.3	1
282	7.6	0.52	0.12	3.0	0.067	12.0	53.0	0.9971	3.36	0.57	9.1	1
284	9.9	0.59	0.07	3.4	0.102	32.0	71.0	1.00015	3.31	0.71	9.8	1
285	9.9	0.59	0.07	3.4	0.102	32.0	71.0	1.00015	3.31	0.71	9.8	1
286	12.0	0.45	0.55	2.0	0.073	25.0	49.0	0.9997	3.1	0.76	10.3	1
287	7.5	0.4	0.12	3.0	0.092	29.0	53.0	0.9967	3.37	0.7	10.3	1
289	11.6	0.42	0.53	3.3	0.105	33.0	98.0	1.001	3.2	0.95	9.2	1
291	11.0	0.2	0.48	2.0	0.343	6.0	18.0	0.9979	3.3	0.71	10.5	1
292	10.4	0.55	0.23	2.7	0.091	18.0	48.0	0.9994	3.22	0.64	10.3	1
293	6.9	0.36	0.25	2.4	0.098	5.0	16.0	0.9964	3.41	0.6	10.1	1
294	13.3	0.34	0.52	3.2	0.094	17.0	53.0	1.0014	3.05	0.81	9.5	1
295	10.8	0.5	0.46	2.5	0.073	5.0	27.0	1.0001	3.05	0.64	9.5	1
296	10.6	0.83	0.37	2.6	0.086	26.0	70.0	0.9981	3.16	0.52	9.9	1
297	7.1	0.63	0.06	2.0	0.083	8.0	29.0	0.99855	3.67	0.73	9.6	1
298	7.2	0.65	0.02	2.3	0.094	5.0	31.0	0.9993	3.67	0.8	9.7	1
299	6.9	0.67	0.06	2.1	0.08	8.0	33.0	0.99845	3.68	0.71	9.6	1
300	7.5	0.53	0.06	2.6	0.086	20.0	44.0	0.9965	3.38	0.59	10.7	1
290	8.7	0.52	0.09	2.5	0.091	20.0	49.0	0.9976	3.34	0.86	10.6	0
318	9.8	0.66	0.39	3.2	0.083	21.0	59.0	0.9989	3.37	0.71	11.5	0
320	9.8	0.66	0.39	3.2	0.083	21.0	59.0	0.9989	3.37	0.71	11.5	0
326	11.6	0.53	0.66	3.65	0.121	6.0	14.0	0.9978	3.05	0.74	11.5	0
334	7.9	0.65	0.01	2.5	0.078	17.0	38.0	0.9963	3.34	0.74	11.7	0
335	11.9	0.695	0.53	3.4	0.128	7.0	21.0	0.9992	3.17	0.84	12.2	0
339	12.5	0.28	0.54	2.3	0.082	12.0	29.0	0.9997	3.11	1.36	9.8	0
346	6.6	0.815	0.02	2.7	0.072	17.0	34.0	0.9955	3.58	0.89	12.3	0
357	10.5	0.42	0.66	2.95	0.116	12.0	29.0	0.997	3.24	0.75	11.7	0
358	11.9	0.43	0.66	3.1	0.109	10.0	23.0	1.0	3.15	0.85	10.4	0
364	12.8	0.615	0.66	5.8	0.083	7.0	42.0	1.0022	3.07	0.73	10.0	0
366	12.8	0.615	0.66	5.8	0.083	7.0	42.0	1.0022	3.07	0.73	10.0	0
369	9.4	0.27	0.53	2.4	0.074	6.0	18.0	0.9962	3.2	1.13	12.0	0
375	11.5	0.54	0.71	4.4	0.124	6.0	15.0	0.9984	3.01	0.83	11.8	0
377	9.4	0.27	0.53	2.4	0.074	6.0	18.0	0.9962	3.2	1.13	12.0	0
389	9.6	0.38	0.31	2.5	0.096	16.0	49.0	0.9982	3.19	0.7	10.0	0
390	5.6	0.85	0.05	1.4	0.045	12.0	88.0	0.9924	3.56	0.82	12.9	0
395	12.0	0.37	0.76	4.2	0.066	7.0	38.0	1.0004	3.22	0.6	13.0	0
407	12.0	0.39	0.66	3.0	0.093	12.0	30.0	0.9996	3.18	0.63	10.8	0
413	9.9	0.4	0.53	6.7	0.097	6.0	19.0	0.9986	3.27	0.82	11.7	0
420	9.5	0.56	0.33	2.4	0.089	35.0	67.0	0.9972	3.28	0.73	11.8	0
421	6.6	0.84	0.03	2.3	0.059	32.0	48.0	0.9952	3.52	0.56	12.3	0
